3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
3.294000 	 5.044731 	 0.758271 	 0.000000 	 0.712826 	 0.000000 	 0.000000 	 0.701341
